VideoId,Segment,Number of cluster(K),Number of similar users,Similar users
V1,2,3,18,2-3-5-10-11-12-14-17-18-20-22-24-25-26-27-29-31-32
V1,3,3,29,1-2-3-4-5-6-7-9-10-11-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V1,4,3,27,1-2-3-4-5-6-7-9-10-11-13-14-15-16-17-20-21-23-24-25-26-27-28-29-30-31-32
V1,5,3,27,1-2-3-4-5-6-7-9-10-11-13-14-15-16-17-20-21-22-23-24-25-26-27-28-29-30-32
V1,6,3,25,1-2-3-4-5-6-7-9-10-11-13-14-15-17-19-20-21-22-23-25-26-27-28-29-30
V1,7,3,19,1-2-3-4-5-7-9-10-12-13-14-15-20-23-25-26-27-29-31
V1,8,3,27,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21-23-25-26-27-28-29-31-32
V1,9,3,17,1-2-3-4-9-11-13-14-15-17-20-23-25-26-27-28-29
V1,10,3,16,1-2-3-4-9-11-14-15-18-20-23-25-26-27-28-29
V1,11,3,24,1-2-3-4-6-9-11-13-14-15-17-18-20-21-22-23-24-25-26-27-28-29-31-32
V1,12,3,23,1-2-3-4-6-9-11-13-14-15-17-18-20-21-23-24-25-26-27-28-29-31-32
V1,13,3,22,1-2-3-6-9-11-12-13-14-15-17-18-19-20-21-23-24-25-26-27-28-32
V1,14,3,21,1-2-3-4-6-9-12-13-14-15-17-18-19-20-21-23-25-26-27-28-32
V1,15,3,19,1-3-4-5-6-12-14-15-17-19-20-21-22-25-26-27-29-31-32
V1,16,3,16,1-3-4-5-6-9-12-15-19-21-22-25-26-27-29-31
V1,17,3,17,1-3-4-5-6-9-12-15-19-21-22-25-26-27-28-29-31
V1,18,3,24,1-3-4-5-6-8-9-10-11-13-14-15-18-20-21-22-23-24-25-26-27-28-29-31
V1,19,3,21,1-3-5-6-8-9-10-13-14-15-18-20-21-22-23-24-25-26-27-29-31
V1,20,3,21,1-3-5-6-8-9-10-13-14-15-18-20-21-22-23-24-25-26-27-29-31
V1,21,3,22,1-3-4-5-6-8-9-10-13-14-15-18-20-21-22-23-24-25-26-27-29-31
V1,22,3,21,1-3-4-5-6-8-9-10-13-14-15-20-21-22-23-24-25-26-27-29-31
V1,23,3,21,1-3-4-5-6-7-9-10-12-13-14-15-19-20-21-23-24-25-26-27-31
V1,24,3,23,1-2-3-4-5-6-7-9-10-12-13-14-15-16-19-21-23-24-25-26-27-29-31
V1,25,3,16,1-2-3-7-9-14-15-17-19-20-25-26-28-29-30-31
V1,26,3,19,1-2-3-5-7-9-11-12-13-14-15-16-20-23-25-26-27-28-29
V1,27,3,16,4-5-6-8-10-11-12-13-15-20-21-22-23-24-27-32
V1,28,3,21,1-2-3-5-8-9-11-12-13-14-15-18-20-22-23-25-26-27-29-31-32
V1,29,3,21,1-2-3-5-8-11-12-13-14-15-18-19-20-22-23-25-26-27-29-31-32
V1,30,3,21,1-3-5-6-9-12-13-14-15-18-20-21-22-23-25-26-27-28-29-31-32
V1,31,3,21,1-3-5-6-7-8-11-12-13-15-18-20-21-22-23-25-26-27-29-31-32
V1,32,3,22,1-2-3-5-6-7-8-9-11-12-13-15-20-21-23-25-26-27-28-29-31-32
V1,33,3,22,1-2-3-5-6-7-9-11-13-15-16-17-20-21-23-25-26-27-28-29-31-32
V1,34,3,15,1-2-3-9-16-17-18-20-23-25-26-27-28-29-31
V1,35,3,18,1-2-3-4-9-15-16-17-18-20-23-24-25-26-27-28-29-31
V1,36,3,18,1-2-3-4-9-10-15-16-17-18-19-23-25-26-27-28-29-31
V1,37,3,15,1-3-4-6-9-10-15-18-20-21-23-25-26-28-29
V1,38,3,17,1-2-3-4-6-9-10-12-15-18-20-21-25-26-27-28-29
V1,39,3,19,1-2-3-4-6-7-9-10-11-12-15-18-20-21-25-26-27-28-29
V1,40,3,22,1-2-3-4-6-7-9-10-11-12-13-15-18-20-21-23-25-26-27-28-29-32
V1,41,3,14,1-3-4-6-9-10-12-20-22-25-26-27-29-32
V1,42,3,16,1-3-4-6-9-10-12-16-20-22-23-25-26-27-29-32
V1,43,3,16,1-3-4-6-9-10-12-16-19-20-22-23-25-26-27-29
V1,44,3,22,1-2-3-4-5-6-7-9-10-12-16-19-20-22-23-24-25-26-27-29-30-31
V1,45,3,23,1-3-4-5-6-7-9-10-11-12-16-18-19-20-22-23-24-25-26-27-29-30-31
V1,46,3,19,1-4-5-6-7-9-10-12-16-18-20-22-23-24-25-26-27-29-31
V1,47,3,21,1-4-5-6-7-9-10-11-12-16-18-20-22-23-24-25-26-27-29-30-31
V1,48,3,23,1-2-4-5-6-7-9-10-11-12-13-16-18-20-22-23-24-25-26-27-29-30-31
V1,49,3,19,1-2-5-6-7-10-12-16-17-18-19-20-22-24-25-26-27-29-31
V1,50,3,17,1-2-5-6-7-10-11-16-17-18-20-22-24-26-27-29-31
V1,51,3,24,1-2-4-5-6-7-8-9-10-12-13-14-16-17-18-20-22-24-26-27-29-30-31-32
V1,52,3,22,1-2-3-5-6-7-8-9-10-14-17-18-20-21-22-24-25-26-27-29-30-32
V1,53,3,17,1-2-3-5-6-8-9-14-20-21-22-23-26-27-29-30-32
V1,54,3,17,1-2-3-5-6-9-12-14-17-20-21-22-23-26-29-30-32
V1,55,3,23,1-2-3-4-5-6-7-8-9-11-12-13-14-17-20-21-22-23-25-26-29-30-32
V1,56,3,24,1-2-3-4-5-6-7-8-9-11-12-13-14-17-20-21-22-23-25-26-27-29-30-32
V1,57,3,18,1-2-3-5-9-11-12-13-14-17-20-21-25-26-27-29-30-32
V1,58,3,16,1-2-3-5-9-11-12-14-18-21-25-26-27-29-30-32
V1,59,3,17,1-5-11-14-17-18-19-20-21-23-24-25-26-27-28-29-32
V1,60,3,12,1-10-11-14-17-18-21-24-25-26-28-32
V2,1,3,18,1-2-3-4-6-7-8-9-13-15-16-18-19-22-23-25-30-32
V2,2,3,14,5-10-11-12-13-14-17-20-21-24-26-27-29-31
V2,3,3,13,1-2-3-4-7-11-15-18-22-26-28-30-32
V2,4,3,21,1-2-3-4-5-7-10-11-13-14-17-18-19-20-22-24-26-27-28-31-32
V2,5,3,14,1-3-4-6-7-15-16-17-18-19-21-23-28-32
V2,6,3,14,1-3-4-6-10-14-15-16-17-18-21-23-28-32
V2,7,3,24,1-3-4-5-6-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25-27-29-31-32
V2,8,3,21,1-3-4-5-6-10-11-13-14-15-16-18-19-21-22-25-27-28-29-31-32
V2,9,3,23,1-3-4-5-8-9-10-11-12-13-14-16-17-18-20-21-22-24-25-26-27-28-29
V2,10,3,22,1-3-4-5-8-9-10-11-13-14-16-19-20-21-22-24-25-26-27-28-29-32
V2,11,3,22,1-3-4-5-6-8-9-10-11-13-14-16-19-21-24-25-26-27-28-29-31-32
V2,12,3,22,1-3-4-5-6-7-8-9-10-11-14-15-16-21-24-25-26-27-28-29-31-32
V2,13,3,24,2-3-4-5-6-7-8-9-10-12-14-15-16-21-22-23-24-25-26-27-28-29-31-32
V2,14,3,17,2-3-5-6-7-9-10-14-18-21-22-24-25-27-29-31-32
V2,15,3,15,3-6-7-10-13-14-19-20-21-24-25-26-27-29-32
V2,16,3,16,1-3-6-7-10-13-14-20-21-23-24-25-26-27-29-32
V2,17,3,18,3-6-7-10-12-13-14-15-18-21-23-24-25-26-27-29-30-32
V2,18,3,16,3-4-10-12-14-15-18-20-21-25-26-27-28-30-31-32
V2,19,3,14,1-3-4-8-10-12-14-15-20-21-25-28-30-31
V2,20,3,19,1-3-4-5-7-8-9-10-12-15-18-20-21-22-24-25-28-30-31
V2,21,3,17,1-3-4-5-7-8-12-15-18-21-22-23-24-25-29-30-31
V2,22,3,16,1-5-7-17-18-19-21-22-23-25-26-27-28-29-30-31
V2,23,3,20,1-2-3-5-7-11-13-16-17-18-19-21-22-23-25-26-27-28-30-31
V2,24,3,17,1-2-3-5-11-15-16-17-18-21-22-23-25-26-27-30-31
V2,25,3,20,1-2-3-6-9-11-13-15-16-17-18-21-22-23-25-26-27-29-30-31
V2,26,3,22,1-2-3-4-6-7-8-9-13-15-16-17-18-21-22-23-25-26-27-29-30-31
V2,27,3,21,1-2-4-5-6-8-9-11-13-15-17-18-22-23-25-26-27-28-29-30-31
V2,28,3,19,1-2-4-5-6-7-8-9-15-17-18-20-22-23-25-26-28-29-30
V2,29,3,13,2-4-5-7-9-15-16-17-18-20-25-29-30
V2,30,3,15,2-4-5-7-9-12-15-16-17-18-20-23-25-29-30
V2,31,3,14,2-4-5-9-12-15-16-17-20-21-23-25-26-29
V2,32,3,23,1-2-4-5-7-9-10-11-12-13-15-16-17-20-21-22-23-24-25-26-28-29-31
V2,33,3,17,1-2-5-7-9-13-15-17-21-22-24-25-26-27-28-29-31
V2,34,3,15,1-2-7-9-11-15-21-22-24-25-26-27-28-29-31
V2,35,3,16,1-2-7-9-11-15-20-21-22-24-25-26-28-29-30-31
V2,36,3,13,1-2-3-7-9-15-20-21-23-25-26-27-32
V2,37,3,13,5-6-7-11-13-17-18-22-24-28-29-30-31
V2,38,3,13,2-5-6-7-11-13-17-18-22-23-24-28-31
V2,39,3,19,1-2-3-6-9-15-18-19-20-21-22-25-26-27-28-29-30-31-32
V2,40,3,17,1-2-6-8-9-15-19-22-24-25-26-27-28-29-30-31-32
V2,41,3,18,1-2-5-6-8-9-11-15-19-23-25-26-27-28-29-30-31-32
V2,42,3,19,1-2-5-6-9-11-13-16-18-21-23-25-26-27-28-29-30-31-32
V2,43,3,21,1-2-3-5-6-9-10-11-13-18-20-21-23-25-26-27-28-29-30-31-32
V2,44,3,19,1-3-5-6-9-10-12-13-18-20-21-23-25-26-28-29-30-31-32
V2,45,3,16,1-5-6-8-9-10-13-18-20-23-25-26-29-30-31-32
V2,46,3,15,1-5-6-8-9-10-13-18-19-20-25-26-29-30-31
V2,47,3,15,1-2-3-4-11-12-14-15-17-21-24-26-27-28-31
V2,48,3,14,8-9-10-11-12-13-14-15-25-26-27-28-29-31
V2,49,3,15,5-8-9-10-11-12-15-16-18-20-23-26-27-29-30
V2,50,3,20,1-3-5-8-9-10-11-14-15-16-20-21-23-24-25-26-27-28-29-31
V2,51,3,19,1-2-3-5-8-9-10-11-14-16-20-21-23-24-26-27-28-29-31
V2,52,3,19,1-2-3-5-8-9-10-14-16-20-21-22-23-24-26-27-28-29-31
V2,53,3,19,1-2-3-5-8-9-10-14-15-17-20-21-22-23-24-26-28-29-31
V2,54,3,18,1-2-3-5-8-9-10-14-17-20-21-22-23-24-26-28-29-31
V2,55,3,13,1-3-9-10-15-17-21-22-23-26-27-29-31
V2,56,3,13,2-5-7-8-11-13-14-16-17-24-28-29-32
V2,57,3,18,1-2-3-5-10-13-15-16-18-19-21-22-25-26-27-28-29-31
V2,58,3,14,1-2-5-10-13-15-16-18-19-21-22-26-28-31
V2,59,3,16,2-5-7-10-11-12-14-15-16-17-18-22-23-25-28-31
V2,60,3,19,2-3-5-7-10-11-12-14-15-16-17-18-20-22-23-24-28-31-32
V3,1,3,24,1-2-3-4-6-7-8-9-11-12-13-14-15-18-19-20-21-22-23-24-25-26-30-32
V3,2,3,15,1-3-5-6-7-8-12-14-15-20-22-23-24-26-32
V3,3,3,20,1-4-5-6-7-8-10-11-12-14-17-18-20-23-24-25-27-28-29-30
V3,4,3,20,1-2-4-5-6-7-8-10-12-14-17-18-20-23-24-25-27-28-29-30
V3,5,3,23,1-2-4-5-6-7-8-9-10-12-14-17-18-20-21-22-23-24-25-27-28-29-30
V3,6,3,19,1-4-6-7-9-10-13-14-16-17-18-20-21-22-23-24-25-29-30
V3,7,3,21,1-2-4-6-9-12-13-14-16-17-18-19-20-21-22-24-25-28-29-30-31
V3,8,3,21,1-2-4-6-8-9-11-13-14-16-17-19-20-21-22-24-25-28-29-30-31
V3,9,3,19,2-7-8-9-11-14-16-17-20-21-22-23-24-25-28-29-30-31-32
V3,10,3,20,2-3-7-9-10-12-14-16-20-21-22-23-24-25-27-28-29-30-31-32
V3,11,3,20,2-3-5-7-9-10-11-12-14-20-21-22-23-24-25-27-28-29-30-31
V3,12,3,21,1-4-5-6-8-9-10-13-14-15-16-20-21-22-25-26-27-28-29-30-31
V3,13,3,20,1-4-5-6-8-9-10-12-13-14-16-20-21-22-23-25-26-29-30-31
V3,14,3,20,1-3-4-5-6-8-10-12-14-19-20-21-22-23-26-27-29-30-31-32
V3,15,3,15,2-6-7-8-9-11-13-18-20-21-23-24-25-27-28
V3,16,3,14,2-6-8-9-11-13-18-20-21-23-24-25-27-28
V3,17,3,14,2-6-8-9-13-15-18-20-21-23-24-25-27-28
V3,18,3,14,1-3-4-7-10-11-17-22-23-26-29-30-31-32
V3,19,3,17,1-3-4-7-9-10-11-13-17-18-22-23-26-29-30-31-32
V3,20,3,12,5-8-14-15-16-19-20-21-24-25-27-28
V3,21,3,16,1-2-6-7-9-10-11-13-16-17-19-23-24-26-29-30
V3,22,3,17,1-2-5-6-7-9-10-13-16-17-18-19-23-26-27-29-31
V3,23,3,19,1-2-5-6-7-9-10-13-16-17-18-19-22-23-24-26-27-31-32
V3,24,3,17,1-2-5-6-7-8-9-10-13-15-16-17-22-23-26-27-31
V3,25,3,17,1-2-5-6-7-8-9-13-15-19-21-22-23-26-27-28-31
V3,26,3,24,1-5-6-8-9-10-12-13-15-16-17-18-19-20-21-22-23-25-26-27-28-29-31-32
V3,27,3,21,1-5-6-7-9-12-13-15-17-18-19-20-21-23-25-26-27-28-29-31-32
V3,28,3,18,1-3-5-6-7-9-11-12-13-17-18-23-25-26-27-28-29-31
V3,29,3,19,1-3-4-5-6-7-9-11-17-18-19-20-23-25-26-27-28-29-31
V3,30,3,16,5-8-10-12-13-14-20-21-22-23-24-28-29-30-31-32
V3,31,3,17,3-5-10-12-13-14-19-20-21-22-23-24-28-29-30-31-32
V3,32,3,16,3-5-10-11-12-13-14-16-19-21-22-23-24-29-30-32
V3,33,3,19,2-3-5-7-8-9-10-11-12-13-14-16-18-21-22-23-24-28-30
V3,34,3,17,2-4-5-7-8-9-10-12-13-14-16-18-21-22-23-24-30
V3,35,3,22,1-2-3-4-5-6-8-11-12-13-15-16-17-20-21-22-23-26-28-29-31-32
V3,36,3,25,1-2-3-4-5-6-8-11-12-13-14-15-16-17-20-21-22-23-25-26-28-29-30-31-32
V3,37,3,30,1-2-3-4-5-6-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-28-29-30-31-32
V3,38,3,27,1-2-3-4-5-6-8-10-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-28-29-31-32
V3,39,3,28,1-2-3-4-5-6-7-8-10-11-12-13-14-16-17-18-20-21-22-23-24-25-26-27-28-29-31-32
V3,40,3,22,1-2-3-4-6-7-8-10-11-12-13-14-17-20-21-23-25-26-27-28-29-31
V3,41,3,26,1-2-3-4-6-7-8-11-12-13-14-15-16-17-19-20-21-22-23-24-25-26-27-28-29-31
V3,42,3,21,1-2-3-4-5-6-7-9-11-12-13-14-15-16-18-22-23-24-25-26-29
V3,43,3,19,1-2-4-5-7-9-12-13-14-15-16-18-19-22-25-26-29-30-32
V3,44,3,23,1-2-3-4-5-7-9-12-13-14-15-16-18-20-21-22-24-25-26-27-28-29-32
V3,45,3,17,2-3-4-5-6-9-10-11-15-16-17-21-22-23-25-27-31
V3,46,3,18,2-3-4-6-7-9-10-11-13-15-16-17-21-22-23-25-27-31
V3,47,3,29,1-2-3-4-5-6-7-9-10-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-27-29-30-31-32
V3,48,3,16,1-4-10-11-12-14-17-18-19-21-24-25-26-27-28-29
V3,49,3,15,1-2-3-4-5-10-11-12-13-14-21-25-26-27-29
V3,50,3,19,1-3-4-5-6-8-9-10-11-13-15-16-19-20-22-23-30-31-32
V3,51,3,22,3-5-6-8-9-10-11-12-13-15-16-19-20-21-22-23-25-27-29-30-31-32
V3,52,3,17,1-2-3-4-7-10-12-14-15-17-19-20-23-24-26-27-28
V3,53,3,15,1-4-5-8-11-12-13-15-17-18-19-24-25-28-30
V3,54,3,17,1-2-3-6-7-9-10-13-14-20-21-23-24-25-26-27-32
V3,55,3,16,1-2-3-6-7-9-10-11-14-20-21-22-23-25-26-29
V3,56,3,15,2-4-5-8-12-13-16-17-21-22-25-27-28-31-32
V3,57,3,14,1-7-11-13-14-19-20-21-22-23-25-28-30-31
V3,58,3,14,1-2-4-5-11-14-19-20-21-22-26-28-29-30
V3,59,3,15,2-3-5-6-9-10-12-13-15-16-19-20-21-23-31
V3,60,3,25,1-2-3-4-5-6-9-10-11-12-13-14-15-19-20-21-23-24-26-27-28-29-30-31-32
V4,1,3,16,2-3-5-10-12-14-17-20-21-22-23-24-26-27-28-31
V4,2,3,15,2-7-12-14-17-18-20-21-22-23-24-26-28-29-31
V4,3,3,16,2-3-5-12-14-17-20-21-22-23-24-26-27-28-29-31
V4,4,3,14,1-4-6-7-9-11-13-15-16-17-18-19-30-32
V4,5,3,16,1-4-6-7-9-11-13-15-16-17-18-19-21-25-30-32
V4,6,3,21,1-3-4-5-10-11-13-14-16-17-18-20-21-23-24-26-27-28-29-30-32
V4,7,3,24,1-3-4-5-6-7-8-9-10-13-14-15-16-17-18-20-21-22-24-26-27-29-30-32
V4,8,3,26,1-3-4-5-6-8-9-10-11-13-14-15-16-17-18-19-20-21-22-24-25-26-27-29-30-32
V4,9,3,27,1-2-3-4-5-6-9-10-11-13-14-15-16-17-18-19-20-21-22-24-25-26-27-28-29-30-32
V4,10,3,27,1-3-4-5-6-9-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-32
V4,11,3,27,1-3-4-5-6-9-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-32
V4,12,3,26,1-3-4-5-6-9-10-11-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-32
V4,13,3,23,1-3-4-5-6-9-10-11-14-15-16-20-21-22-23-24-25-26-27-28-29-30-32
V4,14,3,19,1-3-4-9-10-12-14-16-19-20-21-24-25-26-27-28-29-30-32
V4,15,3,17,1-3-4-7-8-9-14-20-21-24-25-26-27-28-29-30-31
V4,16,3,17,1-3-4-7-8-9-13-20-21-24-25-26-27-28-29-30-31
V4,17,3,19,1-3-4-7-8-9-13-15-20-21-23-24-25-26-27-28-29-30-31
V4,18,3,23,1-2-3-4-5-7-8-9-13-15-18-20-21-23-24-25-26-27-28-29-30-31-32
V4,19,3,22,1-2-4-5-7-8-9-13-15-18-20-21-23-24-25-26-27-28-29-30-31-32
V4,20,3,23,1-2-4-5-7-8-9-12-13-15-18-20-21-23-24-25-26-27-28-29-30-31-32
V4,21,3,21,1-2-4-5-7-8-9-12-13-15-16-20-21-24-25-26-27-28-29-31-32
V4,22,3,17,2-5-7-8-9-12-13-15-16-20-21-24-26-27-29-31-32
V4,23,3,18,2-3-5-7-8-9-13-15-16-18-20-21-24-26-27-29-31-32
V4,24,3,16,3-5-7-8-9-13-15-16-18-20-21-24-26-27-28-31
V4,25,3,15,1-2-3-7-9-10-13-15-16-18-19-21-24-26-28
V4,26,3,19,1-2-3-5-7-9-10-13-14-15-16-17-18-19-21-24-25-26-28
V4,27,3,17,1-2-3-5-10-13-14-15-16-17-19-21-25-26-27-28-29
V4,28,3,18,1-2-3-5-10-12-13-14-15-16-17-19-20-21-26-27-28-29
V4,29,3,18,1-2-3-5-10-12-13-14-15-16-17-19-21-26-28-29-31-32
V4,30,3,17,1-2-3-5-10-12-13-14-16-17-21-22-26-28-29-31-32
V4,31,3,18,2-5-9-10-12-13-14-16-17-20-21-22-25-26-28-29-31-32
V4,32,3,24,1-2-3-5-7-8-9-10-11-12-13-14-16-17-18-20-21-22-23-25-26-28-29-31
V4,33,3,24,1-2-3-5-7-8-10-11-12-13-14-15-16-17-18-20-21-22-23-25-26-28-29-31
V4,34,3,22,2-3-5-7-10-11-12-13-15-16-17-18-20-21-22-23-25-26-27-28-29-31
V4,35,3,25,2-3-5-7-8-10-11-12-13-14-15-16-17-18-20-21-22-23-25-26-27-28-29-30-31
V4,36,3,25,2-3-5-7-8-10-12-13-14-15-16-17-18-19-20-21-22-23-25-26-27-28-29-30-31
V4,37,3,23,3-5-7-8-9-10-12-13-14-15-16-18-19-20-21-22-23-26-27-28-29-30-31
V4,38,3,23,1-2-3-5-7-8-9-10-11-12-13-14-15-16-19-21-22-23-26-27-28-30-31
V4,39,3,17,5-8-9-12-15-17-18-19-20-21-22-24-25-27-28-29-31
V4,40,3,18,5-8-9-12-13-15-17-18-19-20-21-22-24-25-27-28-29-31
V4,41,3,16,5-6-8-12-13-15-17-18-20-22-24-25-28-29-31-32
V4,42,3,16,5-7-9-13-15-16-17-18-20-21-22-24-25-28-29-31
V4,43,3,18,5-7-9-13-15-16-17-18-19-20-21-22-24-25-27-28-29-31
V4,44,3,16,5-7-9-13-15-16-17-18-19-20-21-22-25-28-29-31
V4,45,3,15,1-2-3-7-9-10-11-12-14-21-23-24-26-27-30
V4,46,3,17,1-2-3-7-9-10-11-12-13-14-20-21-23-24-26-27-30
V4,47,3,16,1-2-3-7-9-10-11-12-13-14-21-23-24-26-27-30
V4,48,3,16,1-2-3-5-7-9-10-11-13-14-21-23-24-26-27-30
V4,49,3,16,1-2-3-7-9-10-11-12-13-14-23-24-26-27-30-32
V4,50,3,15,1-2-3-7-9-10-11-12-14-23-24-26-27-30-32
V4,51,3,17,1-2-3-7-8-9-10-12-14-21-23-24-26-27-29-30-32
V4,52,3,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,53,3,16,5-11-13-15-16-17-18-19-20-22-24-25-28-29-31-32
V4,54,3,17,5-11-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,55,3,17,5-11-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,56,3,17,5-11-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,57,3,18,5-11-12-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,58,3,18,5-11-12-13-15-16-17-18-19-20-21-22-24-25-28-29-31-32
V4,59,3,19,5-7-8-11-12-13-15-16-17-18-19-20-21-22-24-25-28-29-31
V4,60,3,18,5-7-8-11-12-13-15-16-17-19-20-21-22-24-25-28-29-31
V5,1,3,12,1-2-4-6-11-13-18-19-22-28-30-32
V5,2,3,15,6-7-15-16-18-19-20-21-22-23-24-25-28-29-31
V5,3,3,12,2-3-4-9-10-11-12-14-27-30-31-32
V5,4,3,18,1-5-6-7-8-13-15-16-18-19-21-22-23-25-26-27-29-31
V5,5,3,19,2-3-4-5-6-7-9-10-13-14-15-17-21-22-23-25-28-29-32
V5,6,3,29,2-3-4-5-6-7-8-9-10-11-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-31-32
V5,7,3,26,2-3-4-5-6-8-9-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-31-32
V5,8,3,24,2-3-4-5-6-8-9-13-14-15-16-17-18-19-20-21-22-23-25-27-28-29-31-32
V5,9,3,24,2-3-4-5-6-8-12-13-14-15-16-17-18-20-21-22-23-25-27-28-29-30-31-32
V5,10,3,26,1-2-3-4-5-6-7-8-9-13-14-15-16-17-18-20-21-22-23-25-27-28-29-30-31-32
V5,11,3,29,1-2-3-4-5-6-7-8-9-10-11-13-14-15-16-17-18-20-21-22-23-25-26-27-28-29-30-31-32
V5,12,3,29,1-2-3-4-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21-22-23-25-26-27-28-29-30-32
V5,13,3,28,1-2-3-4-6-7-8-9-10-11-12-13-14-15-16-17-18-20-21-22-23-25-26-27-28-29-30-32
V5,14,3,25,1-2-4-6-7-8-9-10-12-13-14-15-16-17-18-20-21-23-25-26-27-28-29-30-32
V5,15,3,25,1-2-4-5-6-7-8-9-10-12-13-14-15-16-17-18-21-23-24-25-26-27-29-30-32
V5,16,3,26,1-2-3-4-6-7-9-10-12-13-14-15-16-17-18-19-21-23-24-25-26-27-29-30-31-32
V5,17,3,24,1-2-3-4-6-7-9-10-12-13-14-15-17-19-21-23-24-25-26-27-28-29-31-32
V5,18,3,24,1-2-3-5-6-8-9-10-11-12-13-14-16-17-19-21-23-24-25-26-27-28-31-32
V5,19,3,23,1-2-3-5-6-8-9-10-11-12-14-16-17-18-19-21-23-24-26-27-28-31-32
V5,20,3,24,1-2-3-5-6-7-9-11-12-13-14-16-17-18-21-22-23-24-26-27-28-29-31-32
V5,21,3,25,1-2-5-6-7-8-9-11-12-13-14-16-17-18-19-20-21-22-24-26-27-28-29-31-32
V5,22,3,21,1-2-3-5-7-9-11-12-13-14-16-17-18-22-24-27-28-29-30-31-32
V5,23,3,25,1-2-5-7-8-9-11-12-13-14-16-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,24,3,26,1-2-3-5-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-26-27-29-30-31
V5,25,3,26,1-2-3-5-6-7-8-9-11-12-13-14-15-16-17-20-21-22-23-25-26-27-28-29-30-31
V5,26,3,26,1-2-3-4-5-6-7-8-9-11-13-14-15-16-17-19-21-22-23-25-26-27-28-29-30-31
V5,27,3,20,1-3-4-6-7-8-13-14-16-19-20-21-22-23-25-26-27-29-30-31
V5,28,3,28,1-2-3-5-6-7-9-11-12-13-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,29,3,16,1-3-7-9-11-14-15-17-18-19-20-22-24-27-30-31
V5,30,3,27,1-3-4-6-7-8-9-11-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,31,3,29,1-2-3-4-5-6-8-9-11-12-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,32,3,28,1-2-3-4-6-8-9-11-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,33,3,28,1-2-3-4-5-6-7-8-9-11-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-30-31
V5,34,3,26,2-3-4-5-6-7-9-13-14-15-16-17-18-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,35,3,29,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-31
V5,36,3,28,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29
V5,37,3,29,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-31
V5,38,3,29,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-30-31
V5,39,3,29,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-30-31
V5,40,3,30,1-2-3-4-5-6-7-8-9-11-12-13-14-15-16-17-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V5,41,3,29,1-2-3-5-6-7-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,42,3,29,1-2-3-5-6-7-9-10-11-12-13-14-15-17-18-19-20-21-22-23-24-25-26-27-28-29-30-31-32
V5,43,3,27,1-2-3-5-6-7-9-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,44,3,28,1-2-3-4-5-6-7-9-10-11-12-13-14-15-17-18-21-22-23-24-25-26-27-28-29-30-31-32
V5,45,3,29,1-2-3-5-6-7-8-9-10-11-12-13-14-15-17-18-19-21-22-23-24-25-26-27-28-29-30-31-32
V5,46,3,27,1-2-3-6-7-8-9-10-11-12-13-14-15-18-19-21-22-23-24-25-26-27-28-29-30-31-32
